author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ID 105604880,realtor,https://www.cian.ru/sale/flat/315269128/,Москва,sale,flat,6,17,3,93.0,-1,0,61000000,Раменки,Мичуринский проспект,7,Ломоносовский проспект,Квартал Шуваловский
ILIAZ AND PARTNERS,real_estate_agent,https://www.cian.ru/sale/flat/288476969/,Москва,sale,flat,18,33,3,126.0,-1,0,61700000,Нагатино-Садовники,1-й Нагатинский проезд,11к3,Нагатинская,Скай Форт
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/315801382/,Москва,sale,flat,5,5,3,80.0,-1,0,62300000,Даниловский, Архитектора Щусева,1,ЗИЛ,ЗИЛАРТ
Estes,real_estate_agent,https://www.cian.ru/sale/flat/315977692/,Москва,sale,flat,4,29,3,79.2,-1,0,62000000,Филевский парк,Береговой проезд,3,Фили,Береговой
Diamant Estate,real_estate_agent,https://www.cian.ru/sale/flat/296404701/,Москва,sale,flat,14,24,3,132.0,-1,0,63000000,Лефортово,Душинская ,16,Авиамоторная,Геометрия (Душинская 16)
Вячеслав Курлюк,realtor,https://www.cian.ru/sale/flat/316977666/,Москва,sale,flat,12,19,3,128.3,-1,0,64000000,Проспект Вернадского, Лобачевского,92К4,Мичуринский проспект,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/311634193/,Москва,sale,flat,3,5,3,96.0,-1,0,64990000,Хамовники,Оболенский переулок,2,Парк Культуры,
QuickHome,real_estate_agent,https://www.cian.ru/sale/flat/316929421/,Москва,sale,flat,3,8,3,75.0,-1,0,65000000,Басманный,переулок Огородная Слобода,12,Чистые пруды,
ID 107328710,realtor,https://www.cian.ru/sale/flat/314655141/,Москва,sale,flat,8,10,3,88.0,-1,0,65000000,Беговой,Ленинградский проспект,29к3,Динамо,Царская площадь
Максим Лапенко,realtor,https://www.cian.ru/sale/flat/314784281/,Москва,sale,flat,2,41,3,65.6,-1,0,66999999,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
ID 12904005,unknown,https://www.cian.ru/sale/flat/311257638/,Москва,sale,flat,7,8,3,87.4,-1,0,67000000,Пресненский,Никитский бульвар,17,Арбатская,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/311373540/,Москва,sale,flat,3,6,3,95.7,-1,0,67800000,Хамовники,Фрунзенская набережная,26,Фрунзенская,
CENTURY 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/315157528/,Москва,sale,flat,25,25,3,220.0,-1,0,68500000,Очаково-Матвеевское,Нежинская ,8К1,Матвеевская,Нежинский ковчег
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/315641348/,Москва,sale,flat,2,6,3,64.5,-1,0,69000000,Арбат,Спасопесковский переулок,3/1С2,Смоленская,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/315938833/,Москва,sale,flat,9,34,3,156.0,-1,0,70000000,Аэропорт,Кочновский проезд,4к2,Гражданская,Аэробус
ID 89728295,homeowner,https://www.cian.ru/sale/flat/316982526/,Москва,sale,flat,15,21,3,98.1,-1,0,72000000,Щукино,Щукинская ,3,Стрешнево,Интонация
ID 129507240,realtor,https://www.cian.ru/sale/flat/315746605/,Москва,sale,flat,12,12,3,108.2,-1,0,72000000,Аэропорт,Ленинградский проспект,36с30,Динамо,ВТБ Арена парк
QuickHome,real_estate_agent,https://www.cian.ru/sale/flat/316928525/,Москва,sale,flat,4,10,3,70.0,-1,0,75000000,Басманный,Чистопрудный бульвар,12К4,Чистые пруды,
MUST HAVE BURO,real_estate_agent,https://www.cian.ru/sale/flat/309871256/,Москва,sale,flat,14,24,3,113.56,-1,0,75000000,Хорошевский,Хорошевское шоссе,25Ак2,Полежаевская,Династия
ID 130412856,homeowner,https://www.cian.ru/sale/flat/316828332/,Москва,sale,flat,8,31,3,106.3,-1,0,75000000,Хорошево-Мневники,Карамышевская набережная,2А,Народное Ополчение,Утесов
Stapler Estate,real_estate_agent,https://www.cian.ru/sale/flat/309819858/,Москва,sale,flat,6,6,3,152.0,-1,0,77000000,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Виктор Глуховцев,realtor,https://www.cian.ru/sale/flat/311783915/,Москва,sale,flat,7,37,3,135.0,-1,0,77000000,Тропарево-Никулино,проспект Вернадского,94к4,Тропарёво,Миракс Парк
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/306592437/,Москва,sale,flat,9,12,3,93.0,-1,0,77200000,Раменки, Сергея Бондарчука,4,Мичуринский проспект,Река
Московский Квартал,real_estate_agent,https://www.cian.ru/sale/flat/315367066/,Москва,sale,flat,36,48,3,140.0,-1,0,79999990,Щукино,Авиационная ,79К1,Щукинская,Алые Паруса
ID 483619,homeowner,https://www.cian.ru/sale/flat/291697519/,Москва,sale,flat,16,52,3,107.4,-1,0,80300000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307875548/,Москва,sale,flat,3,7,3,148.2,-1,0,83000000,Тверской,Садовая-Самотечная ,2/12,Цветной бульвар,
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/314267320/,Москва,sale,flat,17,21,3,97.0,-1,0,82800000,Басманный,площадь Курского Вокзала,1,Чкаловская,Дом Chkalov
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/317002182/,Москва,sale,flat,4,12,3,105.5,-1,0,84400000,Раменки,Винницкая ,8к2,Раменки,Настоящее
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/311622925/,Москва,sale,flat,4,11,3,115.0,-1,0,85000000,Арбат,Смоленская набережная,2,Смоленская,
Stapler Estate,real_estate_agent,https://www.cian.ru/sale/flat/314252582/,Москва,sale,flat,2,12,3,96.0,-1,0,86000000,Раменки, Сергея Бондарчука,4,Мичуринский проспект,Река
ID 98412708,realtor,https://www.cian.ru/sale/flat/311908464/,Москва,sale,flat,50,65,3,85.0,-1,0,86000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Лобстер Групп,real_estate_agent,https://www.cian.ru/sale/flat/310151705/,Москва,sale,flat,28,38,3,118.0,-1,0,88000000,Щукино,Авиационная ,77к2,Щукинская,Алые Паруса
ID 89124133,unknown,https://www.cian.ru/sale/flat/316711749/,Москва,sale,flat,7,21,3,124.8,-1,0,88000000,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/311540194/,Москва,sale,flat,4,5,3,157.0,-1,0,89000000,Пресненский,Столярный переулок,3к34,Улица 1905 года,Рассвет Loft-Studio
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/315244366/,Москва,sale,flat,9,19,3,128.0,-1,0,89900000,Даниловский,Г мкр,4,Крестьянская застава,Форивер ЖК
333980,real_estate_agent,https://www.cian.ru/sale/flat/313176630/,Москва,sale,flat,2,19,3,120.0,-1,0,89990000,Раменки,Ломоносовский проспект,25к1,Университет,Dominion
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/211521310/,Москва,sale,flat,4,10,3,111.3,-1,0,89717760,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/315179412/,Москва,sale,flat,9,9,3,90.0,-1,0,89900000,Дорогомилово,Бережковская набережная,12,Киевская,
БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/316396838/,Москва,sale,flat,8,34,3,87.0,-1,0,99000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Ольга Троицкая,realtor,https://www.cian.ru/sale/flat/316839070/,Москва,sale,flat,37,39,3,105.9,-1,0,99990000,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
MUST HAVE BURO,real_estate_agent,https://www.cian.ru/sale/flat/311191263/,Москва,sale,flat,23,32,3,80.1,-1,0,100000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
333980,real_estate_agent,https://www.cian.ru/sale/flat/313593102/,Москва,sale,flat,5,19,3,154.0,-1,0,110000000,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
Estes,real_estate_agent,https://www.cian.ru/sale/flat/312632663/,Москва,sale,flat,5,9,3,92.1,-1,0,111500000,Якиманка,Лаврушинский переулок,17С2,Третьяковская,
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/306771983/,Москва,sale,flat,2,5,3,110.4,-1,0,111000000,Тверской,Петровский бульвар,21,Трубная,
AEON CITY ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/310327051/,Москва,sale,flat,70,95,3,109.3,-1,0,115000000,Пресненский,набережная Пресненская,12,Деловой центр,Башня Федерация
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/313679441/,Москва,sale,flat,8,11,3,130.0,-1,0,118500000,Даниловский, Серпуховский Вал,21к4,Шаболовская,Донской Олимп
ID 307363,realtor,https://www.cian.ru/sale/flat/316172595/,Москва,sale,flat,30,85,3,187.5,-1,0,119000000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,МФК ОКО
Estes,real_estate_agent,https://www.cian.ru/sale/flat/311610859/,Москва,sale,flat,2,15,3,99.0,-1,0,120000000,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
Ашихмин и партнёры,real_estate_agent,https://www.cian.ru/sale/flat/316794497/,Москва,sale,flat,11,11,3,126.4,-1,0,120080000,Раменки, Сергея Бондарчука,4,Мичуринский проспект,Река
Alpha Star Properties,real_estate_agent,https://www.cian.ru/sale/flat/300965049/,Москва,sale,flat,2,3,3,120.0,-1,0,120000000,Тверской,1-й Колобовский переулок,,Цветной бульвар,
Dement City,real_estate_agent,https://www.cian.ru/sale/flat/316240942/,Москва,sale,flat,65,68,3,101.0,-1,0,121200000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/279461218/,Москва,sale,flat,4,8,3,130.0,-1,0,121124899,Якиманка,1-й Спасоналивковский переулок,18С2,Полянка,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/315483412/,Москва,sale,flat,4,8,3,130.0,-1,0,121134129,Якиманка,1-й Спасоналивковский переулок,18С2,Полянка,
SKYLINE MOSCOW CITY,real_estate_agent,https://www.cian.ru/sale/flat/313306475/,Москва,sale,flat,32,85,3,190.0,-1,0,125000000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,МФК ОКО
ВРЕМЯ ПЕРВЫХ,real_estate_agent,https://www.cian.ru/sale/flat/315757362/,Москва,sale,flat,3,42,3,133.0,-1,0,127000000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315256671/,Москва,sale,flat,7,10,3,180.0,-1,0,128000000,Пресненский, Климашкина,17С2,Улица 1905 года,Панорама
Estes,real_estate_agent,https://www.cian.ru/sale/flat/314827998/,Москва,sale,flat,4,15,3,126.1,-1,0,130000000,Раменки,Университетский проспект,16,Ломоносовский проспект,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/302734799/,Москва,sale,flat,2,4,3,136.0,-1,0,150000000,Арбат, Малая Молчановка,6,Арбатская,
ID 94509767,unknown,https://www.cian.ru/sale/flat/313228892/,Москва,sale,flat,6,15,3,127.0,-1,0,152500000,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
Эмиль Степанян,realtor,https://www.cian.ru/sale/flat/314473838/,Москва,sale,flat,1,3,3,226.0,-1,0,180000000,Хорошево-Мневники,Таманская ,3с21,Народное Ополчение,
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/314831337/,Москва,sale,flat,3,4,3,114.3,-1,0,185000000,Пресненский,Вознесенский переулок,11С3,Тверская,
ID 130320323,homeowner,https://www.cian.ru/sale/flat/316708968/,Москва,sale,flat,5,6,3,160.0,-1,0,190000000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
Stapler Estate,real_estate_agent,https://www.cian.ru/sale/flat/313074416/,Москва,sale,flat,4,12,3,127.0,-1,0,200000000,Раменки, Сергея Бондарчука,6,Мичуринский проспект,Река
QuickHome,real_estate_agent,https://www.cian.ru/sale/flat/314770513/,Москва,sale,flat,5,9,3,125.0,-1,0,220000000,Таганский,Тессинский переулок,1,Чкаловская,"Тессинский, 1"
ID 67308399,unknown,https://www.cian.ru/sale/flat/305363395/,Москва,sale,flat,36,62,3,223.0,-1,0,222000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/314942994/,Москва,sale,flat,10,13,3,133.0,-1,0,250000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316445531/,Москва,sale,flat,2,5,3,130.0,-1,0,258050000,Пресненский,Газетный переулок,13с2,Охотный ряд,Дом в Газетном
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/314940759/,Москва,sale,flat,2,3,3,220.0,-1,0,280000000,Хорошево-Мневники,Таманская ,3с19,Народное Ополчение,
ID 130043450,homeowner,https://www.cian.ru/sale/flat/316490090/,Москва,sale,flat,6,9,3,160.4,-1,0,280000000,Тверской,1-я Тверская-Ямская ,2А,Маяковская,Vesper Tverskaya
ID 98412708,realtor,https://www.cian.ru/sale/flat/313975602/,Москва,sale,flat,4,13,3,177.0,-1,0,450000000,Хамовники,Погодинская ,2,Фрунзенская,Жизнь на Плющихе
Ашихмин и партнёры,real_estate_agent,https://www.cian.ru/sale/flat/292986275/,Москва,sale,flat,5,5,3,231.3,-1,0,465864999,Красносельский,Сретенский бульвар,6/1С1,Тургеневская,
Tower Estate,real_estate_agent,https://www.cian.ru/sale/flat/300435123/,Москва,sale,flat,8,13,3,156.0,-1,0,700000000,Хамовники,Погодинская ,2,Фрунзенская,Жизнь на Плющихе
ID 118228228,homeowner,https://www.cian.ru/sale/flat/303775433/,Москва,sale,flat,11,12,-1,64.0,-1,0,3100000,Бирюлево Западное,Булатниковский проезд,10к4,Пражская,
Совкомбанк,official_representative,https://www.cian.ru/sale/flat/311141471/,Москва,sale,flat,4,9,3,56.8,-1,0,9900000,Капотня,3-й кв-л,20,Люблино,
ГЕЛИОС,real_estate_agent,https://www.cian.ru/sale/flat/313408009/,Москва,sale,flat,2,3,3,70.0,-1,0,10750000,, Вышгородская,9,Апрелевка,Борисоглебское
ID 96875817,homeowner,https://www.cian.ru/sale/flat/315311613/,Москва,sale,flat,2,12,3,62.9,-1,0,11200000,Внуково, 2-я Рейсовая,25,Аэропорт Внуково,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/315188913/,Москва,sale,flat,7,9,3,58.7,-1,0,11300000,Гольяново,Байкальская ,48К1,Гольяново,
ГЕЛИОС,real_estate_agent,https://www.cian.ru/sale/flat/315999134/,Москва,sale,flat,5,9,3,59.0,-1,0,12300000,Гольяново,Байкальская ,44К1,Щёлковская,
WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/314889644/,Москва,sale,flat,2,14,3,64.0,-1,0,12450000,Южное Бутово,Джанкойская ,3В,Бутово,
Вячеслав Курлюк,realtor,https://www.cian.ru/sale/flat/312136605/,Москва,sale,flat,8,14,3,66.0,-1,0,12500000,, Харлампиева,46,Филатов Луг,Спортивный квартал
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/315452256/,Москва,sale,flat,9,9,3,51.4,-1,0,12800000,Восточное Дегунино,Дубнинская ,24К3,Дегунино,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/316031840/,Москва,sale,flat,9,9,3,51.9,-1,0,12950000,Восточный, Главная,19А,Щёлковская,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/314005889/,Москва,sale,flat,8,12,3,61.5,-1,0,13000000,Некрасовка,1-я Вольская ,17к1,Люберцы,
ID 198901,realtor,https://www.cian.ru/sale/flat/316392331/,Москва,sale,flat,6,9,3,60.8,-1,0,13200000,Отрадное, Пестеля,3А,Отрадное,
ID 128246114,homeowner,https://www.cian.ru/sale/flat/315731767/,Москва,sale,flat,7,9,3,60.0,-1,0,13500000,Ивановское,Челябинская ,7,Новогиреево,
ID 57189,realtor,https://www.cian.ru/sale/flat/313925597/,Москва,sale,flat,5,9,3,50.8,-1,0,13500000,Гольяново,Уральская ,8,Щёлковская,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/312377758/,Москва,sale,flat,6,16,3,64.2,-1,0,13800000,Старое Крюково,Зеленоград,к906,Зеленоград — Крюково,
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/316937965/,Москва,sale,flat,6,17,3,74.5,-1,0,14000000,, 2-я Нововатутинская,5,Ольховая,"Новые Ватутинки, мкр. Центральный"
Марина Федулова,realtor,https://www.cian.ru/sale/flat/316384691/,Москва,sale,flat,4,9,3,58.0,-1,0,14000000,Дмитровский,Долгопрудная ,13/2,Лианозово,
ID 38745838,homeowner,https://www.cian.ru/sale/flat/314006329/,Москва,sale,flat,7,8,3,68.0,-1,0,13950000,Рязанский,Рязанский проспект,51,Стахановская,
Наталья Арчакова,realtor,https://www.cian.ru/sale/flat/306831212/,Москва,sale,flat,1,5,3,100.0,-1,0,14100000,, Центральная,22,Крёкшино,Первомайское
ID 314160,unknown,https://www.cian.ru/sale/flat/315780174/,Москва,sale,flat,11,12,3,63.0,-1,0,14200000,Бирюлево Западное,Медынская ,1К3,Пражская,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/314302603/,Москва,sale,flat,3,9,3,60.0,-1,0,14299000,Северное Медведково,Широкая ,1К1,Медведково,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/316632347/,Москва,sale,flat,8,9,3,58.3,-1,0,14500000,Лосиноостровский,Стартовая ,31,Медведково,
WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/315755793/,Москва,sale,flat,8,9,3,57.1,-1,0,14500000,Новогиреево,Союзный проспект,14/9,Новогиреево,
Виталий Борисов,realtor,https://www.cian.ru/sale/flat/303399341/,Москва,sale,flat,4,9,3,60.0,-1,0,14500000,Бибирево, Плещеева,7В,Бибирево,
ID 72892982,homeowner,https://www.cian.ru/sale/flat/316697576/,Москва,sale,flat,6,9,3,47.0,-1,0,14500000,Отрадное, Бестужевых,12А,Отрадное,
ID 47433674,unknown,https://www.cian.ru/sale/flat/315246889/,Москва,sale,flat,6,12,3,63.5,-1,0,14400000,Орехово-Борисово Северное,Шипиловская ,25К1,Шипиловская,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/311588834/,Москва,sale,flat,3,10,3,64.2,-1,0,14850000,Гольяново,Уральская ,6К1,Щёлковская,
ID 24810,realtor,https://www.cian.ru/sale/flat/316768534/,Москва,sale,flat,10,12,3,65.0,-1,0,14800000,Отрадное,Алтуфьевское шоссе,40,Дегунино,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/316741419/,Москва,sale,flat,3,9,3,58.8,-1,0,15000000,Выхино-Жулебино,Ферганский проезд,12,Юго-Восточная,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/315050414/,Москва,sale,flat,14,18,3,50.0,-1,0,15000000,Останкинский,Березовая аллея,19к6,Ботанический сад,Апарт-комплекс Легендарный квартал
Андрей Вихров,realtor,https://www.cian.ru/sale/flat/313925978/,Москва,sale,flat,14,18,3,50.0,-1,0,15000000,Останкинский,Березовая аллея,19к6,Ботанический сад,Апарт-комплекс Легендарный квартал
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/307579111/,Москва,sale,flat,2,9,3,60.0,-1,0,15000000,Чертаново Центральное,Днепропетровская ,27к1,Южная,
ID 203563,realtor,https://www.cian.ru/sale/flat/315586919/,Москва,sale,flat,4,9,3,72.0,-1,0,14990000,Бирюлево Восточное,Лебедянская ,15К1,,
ID 96351538,homeowner,https://www.cian.ru/sale/flat/316850579/,Москва,sale,flat,16,17,3,59.0,-1,0,15200000,Некрасовка, Вертолетчиков,5к1,Некрасовка,Некрасовка
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/314320789/,Москва,sale,flat,5,5,3,55.0,-1,0,15500000,Щукино,Живописная ,58,Щукинская,
RED,real_estate_agent,https://www.cian.ru/sale/flat/316724304/,Москва,sale,flat,3,9,3,63.4,-1,0,15500000,,проспект Куприна,7к2,Потапово,Бунинские кварталы
Ирина Туманова,realtor,https://www.cian.ru/sale/flat/314490251/,Москва,sale,flat,9,9,3,67.0,-1,0,15500000,Ивановское,Свободный проспект,9К3,Новогиреево,
ID 96500970,realtor,https://www.cian.ru/sale/flat/316260969/,Москва,sale,flat,4,9,3,57.4,-1,0,15550000,Дмитровский,Лобненская ,9,Лианозово,
Виктория Горностаева,realtor,https://www.cian.ru/sale/flat/316190759/,Москва,sale,flat,8,12,3,62.0,-1,0,15500000,Марьино,Донецкая ,8,Перерва,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/316427900/,Москва,sale,flat,7,9,3,58.5,-1,0,15600000,Чертаново Южное,Дорожная ,24К3,Улица Академика Янгеля,
ID 445908,unknown,https://www.cian.ru/sale/flat/316237106/,Москва,sale,flat,1,17,3,77.0,-1,0,15850000,, Летчика Грицевца,7,Пыхтино,Солнцево парк
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/316907847/,Москва,sale,flat,5,9,3,56.4,-1,0,16000000,Вешняки,Вешняковская ,5К4,Новогиреево,
Наталья Гудыма,realtor,https://www.cian.ru/sale/flat/300832649/,Москва,sale,flat,6,14,3,63.2,-1,0,16200000,Войковский,Нарвская ,11К2,Водный стадион,
ID 314160,unknown,https://www.cian.ru/sale/flat/315564611/,Москва,sale,flat,4,9,3,61.0,-1,0,16200000,Новогиреево,Полимерная ,5,Кусково,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/316767467/,Москва,sale,flat,2,5,3,63.1,-1,0,16500000,Нижегородский,Орехово-Зуевский проезд,22,Стахановская,
ФЛЭТ Зеленоград,real_estate_agent,https://www.cian.ru/sale/flat/316769310/,Москва,sale,flat,6,14,3,79.0,-1,0,16500000,Савёлки,Зеленоград,к519,Зеленоград — Крюково,
ЗелАН,real_estate_agent,https://www.cian.ru/sale/flat/314479318/,Москва,sale,flat,2,14,3,72.5,-1,0,16500000,Крюково,Зеленоград,к1557,Зеленоград — Крюково,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/316175033/,Москва,sale,flat,1,9,3,59.5,-1,0,16500000,Ломоносовский,Ленинский проспект,85,Вавиловская,
Татьяна Дубинская,realtor,https://www.cian.ru/sale/flat/316288382/,Москва,sale,flat,11,12,3,69.0,-1,0,16660000,, Александры Монаховой,6,Коммунарка,
Вячеслав Курлюк,realtor,https://www.cian.ru/sale/flat/316103714/,Москва,sale,flat,4,14,3,64.0,-1,0,16700000,Митино, Барышиха,46,Пятницкое шоссе,
БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/309682592/,Москва,sale,flat,7,10,3,56.3,-1,0,16790000,Восточное Измайлово,11-я Парковая ,24,Первомайская,
ID 10718,realtor,https://www.cian.ru/sale/flat/315734656/,Москва,sale,flat,12,16,3,88.0,-1,0,17000000,, Садовая,9,Щербинка,"Щербинка, ул. Садовая"
Елена Константинова,realtor,https://www.cian.ru/sale/flat/309700822/,Москва,sale,flat,7,11,3,105.0,-1,0,16999999,, Семена Гордого,12,Крёкшино,Ново-Никольское
Ключъ,real_estate_agent,https://www.cian.ru/sale/flat/315489288/,Москва,sale,flat,9,9,3,60.0,-1,0,17000000,Очаково-Матвеевское,Веерная ,3К6,Матвеевская,
МГСН,real_estate_agent,https://www.cian.ru/sale/flat/315120031/,Москва,sale,flat,17,17,3,75.0,-1,0,16900000,Восточное Дегунино, 800-летия Москвы,26К2,Бескудниково,
Елена Федосеева,realtor,https://www.cian.ru/sale/flat/316012018/,Москва,sale,flat,12,18,3,73.0,-1,0,17000000,Крюково,Заводская ,14к2,Зеленоград — Крюково,
ID 66118148,homeowner,https://www.cian.ru/sale/flat/313095253/,Москва,sale,flat,1,16,3,66.2,-1,0,17100000,Люблино,Ставропольская ,32,Люблино,
Евгений Бояндин,realtor,https://www.cian.ru/sale/flat/316968726/,Москва,sale,flat,4,9,3,58.4,-1,0,17500000,Нагатино-Садовники,Нагатинская набережная,12К3,Коломенская,
GENESIS BROKERS,real_estate_agent,https://www.cian.ru/sale/flat/315581161/,Москва,sale,flat,16,16,3,65.0,-1,0,17500000,Лефортово,Шепелюгинская ,5К1,Авиамоторная,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/313962502/,Москва,sale,flat,9,12,3,59.7,-1,0,17499000,Кунцево,Рублевское шоссе,127,Крылатское,
Континент-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316291571/,Москва,sale,flat,14,23,3,53.6,-1,0,17500000,Южное Бутово,Бартеневская ,18к2,Бунинская аллея,Южные сады
ID 9792,realtor,https://www.cian.ru/sale/flat/314163399/,Москва,sale,flat,2,5,3,80.0,-1,0,17600000,Богородское,проезд 3-й Подбельского,16,Бульвар Рокоссовского,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/316519578/,Москва,sale,flat,1,17,3,74.6,-1,0,17800000,Ново-Переделкино,Чоботовская ,3,Новопеределкино,
Людмила Шамшина,realtor,https://www.cian.ru/sale/flat/308091345/,Москва,sale,flat,1,5,3,71.2,-1,0,18000000,Кунцево,Молодогвардейская ,33К1,Рабочий посёлок,
Белый Стандарт,real_estate_agent,https://www.cian.ru/sale/flat/312664309/,Москва,sale,flat,1,9,3,80.0,-1,0,18000000,Южное Бутово, Адмирала Лазарева,38,Улица Горчакова,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/315975703/,Москва,sale,flat,6,14,3,67.9,-1,0,18000000,Северное Измайлово,11-я Парковая ,48К3,Щёлковская,
Антон Свиридов,realtor,https://www.cian.ru/sale/flat/309525181/,Москва,sale,flat,6,9,3,60.0,-1,0,17980000,Теплый Стан, Островитянова,26К2,Коньково,
ID 129395411,homeowner,https://www.cian.ru/sale/flat/316951704/,Москва,sale,flat,5,17,3,85.1,-1,0,18000000,, Радужная,8,Рассказовка,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/316794511/,Москва,sale,flat,6,12,3,75.0,-1,0,18500000,Марьино, Марьинский Парк,17К2,Братиславская,
ID 108383127,homeowner,https://www.cian.ru/sale/flat/314695576/,Москва,sale,flat,1,22,3,83.1,-1,0,18500000,Коньково, Введенского,32,Коньково,
ID 790960,realtor,https://www.cian.ru/sale/flat/315371940/,Москва,sale,flat,11,14,3,85.0,-1,0,18500000,Северный,Дмитровское шоссе,165Ек10,Физтех,
ID 15576885,homeowner,https://www.cian.ru/sale/flat/311850058/,Москва,sale,flat,8,9,3,60.0,-1,0,18500000,Коньково, Бутлерова,2К1,Калужская,
Борис Ерусалимский,realtor,https://www.cian.ru/sale/flat/314507461/,Москва,sale,flat,3,9,3,60.0,-1,0,18500000,Теплый Стан, Островитянова,30К2,Коньково,
