author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/315556569/,Москва,sale,flat,4,8,3,70.0,-1,0,53422848,Хамовники,Смоленский бульвар,22/14,Смоленская,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/315796610/,Москва,sale,flat,4,12,3,78.2,-1,0,18000000,Южное Бутово,Южнобутовская ,29К1,Улица Горчакова,
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/315245874/,Москва,sale,flat,5,23,3,114.5,-1,0,62000000,Очаково-Матвеевское,Староволынская ,12к3,Матвеевская,Волынский
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/313077646/,Москва,sale,flat,11,14,3,69.0,-1,0,40889000,Раменки,проспект Генерала Дорохова,39к1В,Поклонная,Собрание клубных домов West Garden
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/316684654/,Москва,sale,flat,17,17,3,78.0,-1,0,35000000,Хорошевский, Полины Осипенко,22К3,Полежаевская,
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/316258419/,Москва,sale,flat,1,9,3,53.0,-1,0,12200000,Новогиреево,Союзный проспект,10,Новогиреево,
Яна Короткая,realtor,https://www.cian.ru/sale/flat/315100108/,Москва,sale,flat,6,25,3,80.0,-1,0,39400000,Очаково-Матвеевское,Аминьевское шоссе,4Дк1,Аминьевская,Вестердам
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/297539573/,Москва,sale,flat,7,8,3,52.8,-1,0,12700000,Южное Медведково, Молодцова,19К1,Медведково,
Яна Короткая,realtor,https://www.cian.ru/sale/flat/315103189/,Москва,sale,flat,5,9,3,90.0,-1,0,38500000,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet
Юлия Иванова,realtor,https://www.cian.ru/sale/flat/316239269/,Москва,sale,flat,3,13,3,83.0,-1,0,61500000,Раменки,Винницкая ,8к2,Раменки,Настоящее
Агентство недвижимости Светланы Наумовой,real_estate_agent,https://www.cian.ru/sale/flat/313735303/,Москва,sale,flat,5,22,3,77.0,-1,0,17900000,Орехово-Борисово Северное,Борисовский проезд,1К1,Домодедовская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316726512/,Москва,sale,flat,16,21,3,83.3,-1,0,54700000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/313384249/,Москва,sale,flat,2,7,3,137.1,-1,0,630000000,Пресненский,Малая Бронная ,15Б,Пушкинская,Малая Бронная 15
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/313528304/,Москва,sale,flat,5,7,3,100.0,-1,0,46000000,Замоскворечье,Пятницкая ,76,Добрынинская,
ЗАПАДНЫЙ САД,real_estate_agent,https://www.cian.ru/sale/flat/314240087/,Москва,sale,flat,5,14,3,73.0,-1,0,61988700,Раменки,проспект Генерала Дорохова,39к1Д,Минская,Собрание клубных домов West Garden
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/296106317/,Москва,sale,flat,57,65,3,234.9,-1,0,282000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316961150/,Москва,sale,flat,3,9,3,53.0,-1,0,13350000,Бирюлево Западное,Харьковский проезд,11К3,Покровское,
Unique,real_estate_agent,https://www.cian.ru/sale/flat/309855587/,Москва,sale,flat,9,52,3,98.0,-1,0,62000000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315558354/,Москва,sale,flat,19,23,3,146.9,-1,0,95000000,Очаково-Матвеевское,Староволынская ,12к3,Матвеевская,Волынский
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316108463/,Москва,sale,flat,3,9,3,60.6,-1,0,20000000,Войковский, Зои и Александра Космодемьянских,14/10,Войковская,
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316486488/,Москва,sale,flat,2,22,3,81.0,-1,0,50000000,Покровское-Стрешнево,бульвар Чкаловский,6к1,Спартак,Клубный город на реке Primavera
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/315488698/,Москва,sale,flat,13,25,3,90.3,-1,0,15700000,, Радужная,14к2,Рассказовка,
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/316432207/,Москва,sale,flat,14,22,3,88.4,-1,0,48500000,Покровское-Стрешнево,Волоколамское шоссе,71/8к1,Спартак,Город на Реке Тушино-2018
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/312467644/,Москва,sale,flat,12,17,3,74.7,-1,0,16400000,Ново-Переделкино,Лукинская ,11,Новопеределкино,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/309280392/,Москва,sale,flat,9,32,3,68.2,-1,0,59000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/316201248/,Москва,sale,flat,31,38,3,75.5,-1,0,42000000,Строгино, Маршала Катукова,24к1,Строгино,Янтарный город
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/314323192/,Москва,sale,flat,8,32,3,84.4,-1,0,75000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/309274659/,Москва,sale,flat,12,32,3,69.0,-1,0,61500000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316941067/,Москва,sale,flat,4,12,3,56.0,-1,0,15500000,Бибирево, Лескова,21,Бибирево,
ID 114284173,homeowner,https://www.cian.ru/sale/flat/316136853/,Москва,sale,flat,7,29,3,104.0,-1,0,44800000,Соколиная гора,Мироновская ,25,Измайлово,
CENTURY 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/317002754/,Москва,sale,flat,10,16,3,77.6,-1,0,23000000,Теплый Стан,Ленинский проспект,129А,Тропарёво,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/315657663/,Москва,sale,flat,11,32,3,86.0,-1,0,86000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316740849/,Москва,sale,flat,10,34,3,84.0,-1,0,76000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/310579573/,Москва,sale,flat,2,16,3,91.2,-1,0,31999999,Тропарево-Никулино, Коштоянца,47к1,Юго-Западная,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/309277393/,Москва,sale,flat,11,32,3,69.0,-1,0,61500000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/316207686/,Москва,sale,flat,12,18,3,105.0,-1,0,43500000,Кунцево,Ельнинская ,11К3,Молодёжная,Изумрудная долина III
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/316928823/,Москва,sale,flat,10,12,3,82.0,-1,0,33000000,Лефортово,шоссе Энтузиастов,1к2,Москва-Товарная,Символ
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/315615152/,Москва,sale,flat,1,9,3,58.7,-1,0,15000000,Коньково,Профсоюзная ,116К1,Беляево,
Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/316064238/,Москва,sale,flat,2,7,3,71.7,-1,0,22000000,Даниловский,3-й Павелецкий проезд,7К1,Крестьянская застава,
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/316201191/,Москва,sale,flat,3,8,3,68.0,-1,0,35900000,Хамовники,Комсомольский проспект,44,Спортивная,
Prime,real_estate_agent,https://www.cian.ru/sale/flat/316184935/,Москва,sale,flat,2,17,3,68.4,-1,0,26500000,, Татьянин Парк,11,Говорово,Татьянин Парк
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/315391457/,Москва,sale,flat,8,12,3,99.4,-1,0,28000000,Очаково-Матвеевское,Большая Очаковская ,42К1,Озёрная,
Лайк Стрит,real_estate_agent,https://www.cian.ru/sale/flat/316818119/,Москва,sale,flat,13,18,3,51.0,-1,0,25500000,Щукино,Большой Волоколамский проезд,23,Стрешнево,Комплекс апартаментов B’aires
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/313896990/,Москва,sale,flat,6,8,3,186.1,-1,0,465250000,Эксклюзивная кв-ра в е Арбата3-комн. квартира,6/8 этаж,6/8 этаж,,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/314503881/,Москва,sale,flat,2,12,3,77.9,-1,0,20000000,,бульвар Скандинавский,23к1,Потапово,Скандинавия
RED,real_estate_agent,https://www.cian.ru/sale/flat/316328022/,Москва,sale,flat,2,17,3,77.8,-1,0,20500000,Южное Бутово,аллея Витте,2,Бульвар Адмирала Ушакова,
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/316941449/,Москва,sale,flat,16,20,3,130.4,-1,0,95000000,Якиманка, Шаболовка,23к2,Шаболовская,Созвездие Капитал-1
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316378294/,Москва,sale,flat,5,10,3,79.0,-1,0,35000000,Дорогомилово,Кутузовский проспект,24,Москва-Сити,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316944011/,Москва,sale,flat,9,12,3,84.0,-1,0,22500000,, Бориса Пастернака,14,Рассказовка,Переделкино Ближнее Город-парк
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/315564866/,Москва,sale,flat,25,46,3,57.2,-1,0,44000000,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити
White and Broughton,real_estate_agent,https://www.cian.ru/sale/flat/305070032/,Москва,sale,flat,37,41,3,82.3,-1,0,82500000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
The Smitt,real_estate_agent,https://www.cian.ru/sale/flat/316316573/,Москва,sale,flat,9,9,3,48.9,-1,0,13100000,Восточное Дегунино,Дубнинская ,10К5,Дегунино,
Lars Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316073630/,Москва,sale,flat,2,5,3,128.0,-1,0,450000000,Хамовники,Пречистенская набережная,43,Кропоткинская,Carré Blanc
PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/314795707/,Москва,sale,flat,9,9,3,70.0,-1,0,40000000,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/316298865/,Москва,sale,flat,2,24,3,87.6,-1,0,30800000,Дмитровский,Дмитровское шоссе,107к3,Яхромская,Летний сад
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316126162/,Москва,sale,flat,3,6,3,150.0,-1,0,300000000,Хамовники,Курсовой переулок,10/1,Кропоткинская,Nabokov
ID 123948122,realtor,https://www.cian.ru/sale/flat/314198799/,Москва,sale,flat,2,18,3,99.2,-1,0,66894500,Хамовники,Комсомольский проспект,32,Фрунзенская,
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/316788331/,Москва,sale,flat,3,4,3,100.0,-1,0,60800000,Басманный, Покровка,41С2,Красные ворота,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315142630/,Москва,sale,flat,3,11,3,100.0,-1,0,55000000,Тверской,1-я Тверская-Ямская ,36С1,Белорусская,
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/312468301/,Москва,sale,flat,27,41,3,79.0,-1,0,74000000,Раменки,Парклэйн тер.,к2,Кутузовская,Hide
ID 15381315,realtor,https://www.cian.ru/sale/flat/316850820/,Москва,sale,flat,34,48,3,71.0,-1,0,37900000,Котловка,Севастопольский проспект,22А,Крымская,Eniteo
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/314433652/,Москва,sale,flat,10,16,3,159.4,-1,0,162000000,Арбат,1-й Смоленский переулок,17,Смоленская,Новопесковский
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/315878023/,Москва,sale,flat,6,16,3,124.7,-1,0,199520000,Раменки,Воробьевское шоссе,4С1,Поклонная,Воробьёв Дом
Ольга Рыбакова,realtor,https://www.cian.ru/sale/flat/312936313/,Москва,sale,flat,7,8,3,103.0,-1,0,29500000,, Ясеневая,1к1,Ольховая,Дубровка
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/316368875/,Москва,sale,flat,13,32,3,86.7,-1,0,95000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307677350/,Москва,sale,flat,5,12,3,136.9,-1,0,300000000,Хамовники, Усачева,13,Спортивная,Садовые кварталы
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/315561829/,Москва,sale,flat,13,24,3,64.8,-1,0,22200000,Донской,Новоданиловская набережная,8к2,Верхние котлы,Новоданиловская 8
ID 123948122,realtor,https://www.cian.ru/sale/flat/314198185/,Москва,sale,flat,2,18,3,97.1,-1,0,70327000,Хамовники,Комсомольский проспект,32,Фрунзенская,
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/305280843/,Москва,sale,flat,8,14,3,68.9,-1,0,53500000,Раменки,проспект Генерала Дорохова,39к2М,Минская,Собрание клубных домов West Garden
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/312588335/,Москва,sale,flat,6,6,3,80.0,-1,0,36500000,Замоскворечье,Большая Серпуховская ,31К1,Серпуховская,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/313926205/,Москва,sale,flat,13,34,3,88.0,-1,0,90000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/309039247/,Москва,sale,flat,12,12,3,148.7,-1,0,208180000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/313181430/,Москва,sale,flat,9,53,3,53.0,-1,0,29400000,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/315262246/,Москва,sale,flat,25,31,3,309.8,-1,0,180000000,Очаково-Матвеевское,Нежинская ,1к1,Давыдково,Кутузовская Ривьера
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/305726543/,Москва,sale,flat,5,6,3,106.4,-1,0,105000000,Хамовники,Комсомольский проспект,9А,Парк Культуры,Николаевский дом
ЕСН,real_estate_agent,https://www.cian.ru/sale/flat/306458760/,Москва,sale,flat,9,9,3,59.9,-1,0,15900000,Тимирязевский,Дмитровское шоссе,39К1,Петровско-Разумовская,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/315035572/,Москва,sale,flat,30,65,3,120.0,-1,0,145000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311970488/,Москва,sale,flat,4,15,3,87.0,-1,0,185000000,Хамовники,Олсуфьевский переулок,9к2,Фрунзенская,White Khamovniki
Место,real_estate_agent,https://www.cian.ru/sale/flat/316940350/,Москва,sale,flat,13,24,3,56.0,-1,0,21500000,Покровское-Стрешнево,Волоколамское шоссе,71/22к2,Спартак,Апарт-комплекс Движение.Тушино
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/316058884/,Москва,sale,flat,7,10,3,170.5,-1,0,360000000,Мещанский,Звонарский переулок,3,Трубная,Zvonarsky Deluxe
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315159153/,Москва,sale,flat,12,12,3,109.9,-1,0,153860000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
CENTURY 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/316663650/,Москва,sale,flat,7,17,3,73.0,-1,0,21900000,Ново-Переделкино,Боровское шоссе,25,Боровское шоссе,
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/316160021/,Москва,sale,flat,4,6,3,93.1,-1,0,250000000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/313042789/,Москва,sale,flat,2,5,3,123.0,-1,0,273231360,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
МГСН,real_estate_agent,https://www.cian.ru/sale/flat/315518679/,Москва,sale,flat,18,18,3,80.0,-1,0,15990000,Бирюлево Восточное,6-я Радиальная ,7/6к3,Каспийская,Царицыно-2
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/294031984/,Москва,sale,flat,5,7,3,160.0,-1,0,183000000,Якиманка, Большая Полянка,44,Полянка,Полянка/44
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/313941443/,Москва,sale,flat,3,6,3,109.0,-1,0,75000000,Хорошевский,Ходынский бульвар,13,ЦСКА,Гранд-парк
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316440004/,Москва,sale,flat,11,21,3,87.8,-1,0,60900000,Раменки,Мосфильмовская ,88к2с4,Раменки,Мосфильмовский
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/313677137/,Москва,sale,flat,8,14,3,86.1,-1,0,47000000,Даниловский, Архитектора Щусева,1,ЗИЛ,ЗИЛАРТ
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316821532/,Москва,sale,flat,2,9,3,121.3,-1,0,150000000,Хамовники,Погодинская ,4,Фрунзенская,GRAND DELUXE на Плющихе
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/305062321/,Москва,sale,flat,33,65,3,190.0,-1,0,131721984,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/311236159/,Москва,sale,flat,14,32,3,53.1,-1,0,29500000,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/316126766/,Москва,sale,flat,14,42,3,68.0,-1,0,42000000,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/316201119/,Москва,sale,flat,6,7,3,82.0,-1,0,32000000,Даниловский,2-й Автозаводский проезд,5,Автозаводская,
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/309888239/,Москва,sale,flat,3,24,3,104.0,-1,0,38399000,Хорошево-Мневники, Народного Ополчения,11,Народное Ополчение,Wellton park
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/314947657/,Москва,sale,flat,10,22,3,104.7,-1,0,72000000,Хорошево-Мневники,Живописная ,21А,Серебряный Бор,Дом Серебряный Бор
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303447463/,Москва,sale,flat,28,39,3,71.0,-1,0,47000000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312975296/,Москва,sale,flat,21,36,3,86.5,-1,0,48900000,Хорошево-Мневники,Шелепихинская набережная,34к1зд5,Шелепиха,Сердце Столицы
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/310087501/,Москва,sale,flat,6,12,3,200.1,-1,0,395573760,Тверской, Охотный Ряд,2,Охотный ряд,
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/312794034/,Москва,sale,flat,7,17,3,108.8,-1,0,54000000,Раменки,Мичуринский проспект,11К4,Раменки,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/298466120/,Москва,sale,flat,12,12,3,81.2,-1,0,60700000,Сокол, Врубеля,4к1,Сокол,Врубеля 4
ID 101378467,homeowner,https://www.cian.ru/sale/flat/307964527/,Москва,sale,flat,1,9,3,57.5,-1,0,18380000,Преображенское,Халтуринская ,13,Преображенская площадь,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315335453/,Москва,sale,flat,4,14,3,101.0,-1,0,74000000,Даниловский, Архитектора Щусева,3,ЗИЛ,ЗИЛАРТ
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314649798/,Москва,sale,flat,30,42,3,153.6,-1,0,74900000,Раменки,Мосфильмовская ,70к2,Ломоносовский проспект,Воробьевы Горы
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/314746780/,Москва,sale,flat,1,5,3,82.0,-1,0,21499000,Савеловский,Башиловская ,28,Дмитровская,
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/316068743/,Москва,sale,flat,9,19,3,146.0,-1,0,90000000,Даниловский,Г мкр,4,Крестьянская застава,Форивер ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/309671138/,Москва,sale,flat,13,25,3,88.4,-1,0,90000000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316364255/,Москва,sale,flat,11,17,3,75.1,-1,0,17200000,Ново-Переделкино,Боровское шоссе,39,Новопеределкино,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316117452/,Москва,sale,flat,35,41,3,98.0,-1,0,95000000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/312284900/,Москва,sale,flat,2,9,3,119.4,-1,0,112236000,Таганский,Серебрянический переулок,6,Китай-город,Титул на Серебрянической
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/311821615/,Москва,sale,flat,7,9,3,60.0,-1,0,18999999,Марьина роща,Шереметьевская ,25,Марьина Роща,
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/315875559/,Москва,sale,flat,14,17,3,184.8,-1,0,230000000,Арбат, Новый Арбат,29,Смоленская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312935555/,Москва,sale,flat,47,68,3,209.6,-1,0,369000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/316929034/,Москва,sale,flat,5,14,3,90.0,-1,0,23200000,, Липовый Парк,7к1,Потапово,
Николай Кузнецов,realtor,https://www.cian.ru/sale/flat/314096692/,Москва,sale,flat,2,22,3,78.0,-1,0,23300000,Коньково, Бутлерова,4,Калужская,
Тимур Ярыш,realtor,https://www.cian.ru/sale/flat/304283080/,Москва,sale,flat,7,27,3,66.2,-1,0,54500000,Беговой,Верхняя ,20к1,Белорусская,Суббота
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/307608363/,Москва,sale,flat,12,16,3,72.2,-1,0,25500000,Дмитровский,Лобненская ,13К2,Лианозово,Дмитровский парк
Prime,real_estate_agent,https://www.cian.ru/sale/flat/305869279/,Москва,sale,flat,14,34,3,84.7,-1,0,70000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Московский Квартал,real_estate_agent,https://www.cian.ru/sale/flat/313584974/,Москва,sale,flat,10,17,3,77.4,-1,0,19800000,Зябликово,Кустанайская ,3К1,Красногвардейская,
Агентство недвижимости Елены Кузнецовой,real_estate_agent,https://www.cian.ru/sale/flat/306032948/,Москва,sale,flat,26,32,3,127.0,-1,0,60000000,Аэропорт,Кочновский проезд,4к1,Гражданская,Аэробус
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/304381901/,Москва,sale,flat,6,36,3,97.0,-1,0,85000000,Раменки,Минская ,2,Минская,Долина Сетунь
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/313808904/,Москва,sale,flat,3,5,3,65.2,-1,0,16900000,Текстильщики, Артюхиной,20,Печатники,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316086488/,Москва,sale,flat,26,39,3,122.0,-1,0,109900000,Раменки,Минская ,2,Минская,Долина Сетунь
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315462424/,Москва,sale,flat,4,6,3,111.3,-1,0,133560000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/306312631/,Москва,sale,flat,1,8,3,60.0,-1,0,19990000,Нижегородский,Рязанский проспект,2/1к2В,Нижегородская,SREDA
ВСЕ НАЧИНАЕТСЯ С МЕЧТЫ,real_estate_agent,https://www.cian.ru/sale/flat/315648989/,Москва,sale,flat,13,25,3,121.0,-1,0,93000000,Раменки, Янковского,1к1,Аминьевская,Событие
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/315806655/,Москва,sale,flat,9,12,3,85.8,-1,0,49980000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
ID 123079877,homeowner,https://www.cian.ru/sale/flat/308996643/,Москва,sale,flat,9,10,3,101.0,-1,0,47400000,Таганский, Земляной Вал,48Б,Чкаловская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/307500734/,Москва,sale,flat,5,7,3,125.3,-1,0,90000000,Очаково-Матвеевское,Староволынская ,15к3,Матвеевская,Ближняя дача
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/316579433/,Москва,sale,flat,3,7,3,123.65,-1,0,145907000,Якиманка, Большая Полянка,44,Полянка,Полянка/44
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/311441274/,Москва,sale,flat,4,5,3,81.6,-1,0,46950000,Хамовники,переулок Серпов,3-5,Киевская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/314216496/,Москва,sale,flat,20,24,3,151.0,-1,0,96750000,Очаково-Матвеевское,Староволынская ,12к5,Матвеевская,Волынский
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/316584477/,Москва,sale,flat,9,32,3,88.0,-1,0,46000000,Хорошево-Мневники,Причальный проезд,10к2,Шелепиха,Level Причальный
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315879112/,Москва,sale,flat,11,26,3,85.0,-1,0,39990000,Лефортово, Крузенштерна,12к3,Авиамоторная,Символ
Soul Estate,real_estate_agent,https://www.cian.ru/sale/flat/316578354/,Москва,sale,flat,3,7,3,118.9,-1,0,177161000,Якиманка, Большая Полянка,44/2,Полянка,Полянка/44
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/291067078/,Москва,sale,flat,6,7,3,203.1,-1,0,611712000,Хамовники, Ефремова,19к1,Спортивная,Knightsbridge Private Park
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316623140/,Москва,sale,flat,1,9,3,61.0,-1,0,11500000,Бирюлево Восточное,Бирюлевская ,21К2,Липецкая,
Агентство недвижимости Елены Кузнецовой,real_estate_agent,https://www.cian.ru/sale/flat/309941653/,Москва,sale,flat,14,15,3,73.7,-1,0,30500000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300883472/,Москва,sale,flat,2,5,3,140.0,-1,0,172370049,Мещанский,Рождественский бульвар,10/7С1,Трубная,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/308200374/,Москва,sale,flat,12,17,3,73.7,-1,0,23800000,Тропарево-Никулино,Никулинская ,23К3,Озёрная,
