author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ID 123972186,homeowner,https://www.cian.ru/sale/flat/315192028/,Москва,sale,flat,10,17,2,58.0,-1,0,20790000,Орехово-Борисово Северное,Шипиловский проезд,45К1,Орехово,
ID 20166523,homeowner,https://www.cian.ru/sale/flat/316013680/,Москва,sale,flat,15,17,2,52.0,-1,0,20990000,Ново-Переделкино,Боровское шоссе,18К3,Боровское шоссе,
ID 83939990,homeowner,https://www.cian.ru/sale/flat/312902619/,Москва,sale,flat,5,16,2,52.8,-1,0,20950000,Даниловский,Большая Тульская ,2,Тульская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/316195827/,Москва,sale,flat,3,9,2,40.0,-1,0,21000000,Филевский парк,Береговой проезд,3,Фили,Береговой
ID 49047486,realtor,https://www.cian.ru/sale/flat/316719501/,Москва,sale,flat,3,11,2,38.4,-1,0,21000000,Донской,Духовской переулок,19с2,Тульская,Донской квартал
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/316788145/,Москва,sale,flat,12,16,2,50.0,-1,0,21400000,Останкинский, Академика Королева,9К5,Улица Академика Королёва,
ID 126415012,homeowner,https://www.cian.ru/sale/flat/312057725/,Москва,sale,flat,9,22,2,57.9,-1,0,21300000,Савеловский,Полтавская ,47К2,Петровский Парк,
ID 128511090,homeowner,https://www.cian.ru/sale/flat/316992399/,Москва,sale,flat,6,17,2,63.7,-1,0,21500000,Бирюлево Восточное,6-я Радиальная ,5к3,Царицыно,Царицыно
ID 6767008,realtor,https://www.cian.ru/sale/flat/314423601/,Москва,sale,flat,6,12,2,65.2,-1,0,21500000,Лефортово,шоссе Энтузиастов,15/16,Авиамоторная,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/313725824/,Москва,sale,flat,12,14,2,52.4,-1,0,21900000,Мещанский,Трифоновская ,54к1,Рижская,
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/315691868/,Москва,sale,flat,9,22,2,43.2,-1,0,22000000,Останкинский, Годовикова,11к5,Алексеевская,iLove
ID 307730,homeowner,https://www.cian.ru/sale/flat/314922616/,Москва,sale,flat,8,21,2,60.8,-1,0,22000000,Лосиноостровский,Тайнинская ,9к1,Медведково,Нормандия
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/316235215/,Москва,sale,flat,9,22,2,52.0,-1,0,22250000,Фили-Давыдково,Малая Филевская ,18,Пионерская,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/313142384/,Москва,sale,flat,2,14,2,65.0,-1,0,22500000,Орехово-Борисово Южное,Каширское шоссе,65к3,Домодедовская,Ясный
ID 15262039,homeowner,https://www.cian.ru/sale/flat/307125271/,Москва,sale,flat,2,21,2,70.6,-1,0,22399999,Хорошевский,9Ак6,9Ак6,Полежаевская,Зорге 9 ЖК
ID 80432249,homeowner,https://www.cian.ru/sale/flat/316823340/,Москва,sale,flat,2,19,2,59.7,-1,0,22500000,Котловка,Севастопольский проспект,22,Крымская,
ID 12424859,homeowner,https://www.cian.ru/sale/flat/313253664/,Москва,sale,flat,2,17,2,56.4,-1,0,22500000,Раменки, Раменки,18,Мичуринский проспект,
ID 127295982,homeowner,https://www.cian.ru/sale/flat/316786022/,Москва,sale,flat,3,25,2,60.0,-1,0,22300000,Строгино, Твардовского,2к5,Строгино,Подсолнухи
UBS,real_estate_agent,https://www.cian.ru/sale/flat/279055143/,Москва,sale,flat,3,24,2,57.0,-1,0,22700000,Крылатское,Рублевское шоссе,70к7,Крылатское,Крылатский
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/316385325/,Москва,sale,flat,8,8,2,51.1,-1,0,22900000,Замоскворечье,Люсиновская ,48-50к10,Серпуховская,
ID 61114869,unknown,https://www.cian.ru/sale/flat/315349714/,Москва,sale,flat,20,21,2,40.0,-1,0,22999990,Хорошево-Мневники, Народного Ополчения,13,Народное Ополчение,Wellton Gold
Антон Осмелкин,realtor,https://www.cian.ru/sale/flat/315221119/,Москва,sale,flat,5,8,2,64.4,-1,0,23100000,, Татьянин Парк,12к2,Говорово,Татьянин Парк
Георгий Геворкян,realtor,https://www.cian.ru/sale/flat/309164744/,Москва,sale,flat,16,24,2,40.0,-1,0,23000000,Хорошево-Мневники, Народного Ополчения,13,Народное Ополчение,Wellton Gold
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/315455809/,Москва,sale,flat,3,22,2,65.3,-1,0,23500000,Чертаново Южное, Академика Янгеля,2,Улица Академика Янгеля,М-House
ID 91938637,unknown,https://www.cian.ru/sale/flat/312486103/,Москва,sale,flat,17,17,2,63.4,-1,0,23650000,Можайский,Гродненская ,9,Давыдково,
Ваше Подмосковье,real_estate_agent,https://www.cian.ru/sale/flat/315253803/,Москва,sale,flat,2,9,2,58.0,-1,0,23900000,Мещанский,Трифоновская ,56,Рижская,
Мир Квартир Элит,real_estate_agent,https://www.cian.ru/sale/flat/292808866/,Москва,sale,flat,2,10,2,38.0,-1,0,23900000,Пресненский,2-я Черногрязская ,7К2,Улица 1905 года,
ID 105284905,realtor,https://www.cian.ru/sale/flat/315634249/,Москва,sale,flat,8,8,2,44.3,-1,0,23850000,Сокол,Малый Песчаный переулок,2,Сокол,
ID 440873,unknown,https://www.cian.ru/sale/flat/316287877/,Москва,sale,flat,13,17,2,54.6,-1,0,23800000,Проспект Вернадского, Михаила Певцова,11,Новаторская,
ID 128689383,homeowner,https://www.cian.ru/sale/flat/316646817/,Москва,sale,flat,36,37,2,53.6,-1,0,23700000,Хорошевский,Хорошевское шоссе,12к1,Беговая,Дом на Беговой
Юрий Стасюк,realtor,https://www.cian.ru/sale/flat/294831609/,Москва,sale,flat,18,18,2,59.4,-1,0,24100000,Головинский,Михалковская ,48к2,Коптево,Михалковский
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/315552386/,Москва,sale,flat,2,16,2,75.2,-1,0,24000000,Теплый Стан, Академика Виноградова,1,Генерала Тюленева,Тёплый Край
ID 96303,unknown,https://www.cian.ru/sale/flat/315904892/,Москва,sale,flat,2,8,2,61.8,-1,0,23990000,Басманный,Нижняя Красносельская ,35С1,Бауманская,Kleinhouse
CENTURY 21 Milestone,real_estate_agent,https://www.cian.ru/sale/flat/316278965/,Москва,sale,flat,6,18,2,69.0,-1,0,24000000,Донской,Варшавское шоссе,16к1,Верхние котлы,
ID 279413,unknown,https://www.cian.ru/sale/flat/312144400/,Москва,sale,flat,4,4,2,65.0,-1,0,24000000,Мещанский,Мещанская ,1К3,Сухаревская,
БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/316387461/,Москва,sale,flat,8,14,2,56.2,-1,0,23990000,Алексеевский, Кибальчича,12К2,ВДНХ,
ID 425121,homeowner,https://www.cian.ru/sale/flat/316845691/,Москва,sale,flat,11,14,2,57.3,-1,0,24000000,Хорошево-Мневники,Карамышевская набережная,60К1,Народное Ополчение,
Вероника Мошкина,realtor,https://www.cian.ru/sale/flat/315222514/,Москва,sale,flat,8,24,2,50.0,-1,0,23990000,Донской,Новоданиловская набережная,8к2,Верхние котлы,Новоданиловская 8
ID 72948178,realtor,https://www.cian.ru/sale/flat/314700485/,Москва,sale,flat,6,14,2,52.0,-1,0,24000000,Аэропорт,Большой Коптевский проезд,8,Красный Балтиец,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/316483664/,Москва,sale,flat,13,17,2,53.0,-1,0,24250000,Таганский,Марксистская ,5,Марксистская,
ID 130413230,homeowner,https://www.cian.ru/sale/flat/316828423/,Москва,sale,flat,3,14,2,52.0,-1,0,24350000,Даниловский,Павловская ,23,Тульская,
Лариса Алексеева,realtor,https://www.cian.ru/sale/flat/315566010/,Москва,sale,flat,23,31,2,55.0,-1,0,24250000,Филевский парк,Береговой проезд,5к1,Фили,Фили Град
Триумфальная Арка,real_estate_agent,https://www.cian.ru/sale/flat/316953640/,Москва,sale,flat,4,8,2,69.3,-1,0,24500000,Останкинский, Бочкова,8,Алексеевская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/314216232/,Москва,sale,flat,31,31,2,45.0,-1,0,24700000,Филевский парк,Береговой проезд,5к1,Фили,Фили Град
Владис,real_estate_agent,https://www.cian.ru/sale/flat/313342216/,Москва,sale,flat,2,17,2,56.1,-1,0,24700000,Донской,Загородное шоссе,4К2,Крымская,
,,https://www.cian.ru/sale/flat/316850708/,Москва,sale,flat,9,14,2,59.35,-1,0,25000000,Нагорный,Балаклавский проспект,4К7,Чертановская,
ID 55727326,homeowner,https://www.cian.ru/sale/flat/314205544/,Москва,sale,flat,4,5,2,65.3,-1,0,24900000,Пресненский,Шмитовский проезд,7,Улица 1905 года,
ID 129681794,homeowner,https://www.cian.ru/sale/flat/315936270/,Москва,sale,flat,2,9,2,57.4,-1,0,24900000,Красносельский,Краснопрудная ,1,Комсомольская,
Vego,real_estate_agent,https://www.cian.ru/sale/flat/315803711/,Москва,sale,flat,35,56,2,50.0,-1,0,25000000,Раменки,проспект Генерала Дорохова,вл1к3,Аминьевская,Will Towers
ID 123916300,homeowner,https://www.cian.ru/sale/flat/309297484/,Москва,sale,flat,9,35,2,45.0,-1,0,25200000,Левобережный,Фестивальная ,29,Речной вокзал,Фестиваль Парк
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/315864027/,Москва,sale,flat,11,19,2,62.8,-1,0,25450000,Рязанский, Михайлова,31А,Плющево,"Михайлова, 31"
GENESIS BROKERS,real_estate_agent,https://www.cian.ru/sale/flat/316475857/,Москва,sale,flat,2,21,2,69.1,-1,0,25500000,Южнопортовый, Мельникова,3к5,Волгоградский проспект,На ул. Мельникова
Большой Город,real_estate_agent,https://www.cian.ru/sale/flat/300289716/,Москва,sale,flat,4,4,2,64.0,-1,0,25500000,Беговой,Беговой проезд,11,Беговая,
Покупатель,real_estate_agent,https://www.cian.ru/sale/flat/316712112/,Москва,sale,flat,21,24,2,62.1,-1,0,25400000,Щукино,Авиационная ,61К2,Щукинская,
Максим Гольцев,realtor,https://www.cian.ru/sale/flat/312031886/,Москва,sale,flat,10,29,2,61.0,-1,0,25500000,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet
КОРТРОС,real_estate_agent,https://www.cian.ru/sale/flat/316793070/,Москва,sale,flat,26,35,2,58.0,-1,0,25750000,Останкинский, Годовикова,11к5,Алексеевская,iLove
ID 130001595,homeowner,https://www.cian.ru/sale/flat/316318952/,Москва,sale,flat,4,5,2,42.0,-1,0,25900000,Пресненский,Красногвардейский бульвар,3А,Москва-Сити,
ID 56338622,homeowner,https://www.cian.ru/sale/flat/314701515/,Москва,sale,flat,3,13,2,61.6,-1,0,25900000,Отрадное, Римского-Корсакова,11к4,Отрадное,Римского-Корсакова 11
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/315339829/,Москва,sale,flat,2,21,2,60.0,-1,0,26000000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/313256430/,Москва,sale,flat,8,21,2,61.0,-1,0,25990000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
Ключи,real_estate_agent,https://www.cian.ru/sale/flat/313224537/,Москва,sale,flat,17,23,2,61.7,-1,0,26500000,Можайский,Рябиновая ,3к1,Рабочий посёлок,КутузовGRAD I
ID 4153282,realtor,https://www.cian.ru/sale/flat/315718856/,Москва,sale,flat,15,17,2,60.3,-1,0,26500000,Зюзино,Болотниковская ,36к2,Нахимовский проспект,Нахимово
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/316284837/,Москва,sale,flat,3,14,2,50.0,-1,0,26700000,Беговой,Верхняя ,6,Белорусская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/313077030/,Москва,sale,flat,13,21,2,62.0,-1,0,27000000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
ID 20945,realtor,https://www.cian.ru/sale/flat/316461170/,Москва,sale,flat,4,6,2,68.0,-1,0,27000000,Даниловский,Мытная ,52,Шаболовская,
Stapler Estate,real_estate_agent,https://www.cian.ru/sale/flat/312683565/,Москва,sale,flat,12,13,2,45.0,-1,0,27000000,Пресненский,Шмитовский проезд,39к1,Шелепиха,Headliner
Ольга Тризна,realtor,https://www.cian.ru/sale/flat/316403703/,Москва,sale,flat,9,10,2,54.2,-1,0,27000000,Сокол,Волоколамское шоссе,10,Стрешнево,
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/315036929/,Москва,sale,flat,9,25,2,65.9,-1,0,27500000,Раменки,2-й Сетуньский проезд,11,Поклонная,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/316689778/,Москва,sale,flat,2,5,2,66.0,-1,0,27500000,Богородское,Ивантеевская ,1К1,Бульвар Рокоссовского,
ID 250790,realtor,https://www.cian.ru/sale/flat/315135132/,Москва,sale,flat,8,18,2,67.4,-1,0,27500000,Фили-Давыдково,Давыдковская ,10,Славянский бульвар,
ID 123374262,homeowner,https://www.cian.ru/sale/flat/310691323/,Москва,sale,flat,10,12,2,60.4,-1,0,27500000,Басманный, Госпитальный Вал,5С2,Электрозаводская,
ID 127688031,homeowner,https://www.cian.ru/sale/flat/314905788/,Москва,sale,flat,1,12,2,50.0,-1,0,27500000,Хамовники,Малый Саввинский переулок,5,Спортивная,
ID 74173033,realtor,https://www.cian.ru/sale/flat/305701262/,Москва,sale,flat,3,23,2,63.3,-1,0,27700000,Соколиная гора,проспект Буденного,51к5,Шоссе Энтузиастов,Золотая звезда
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/297949172/,Москва,sale,flat,12,21,2,70.0,-1,0,28000000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
Наталия Максимкина,realtor,https://www.cian.ru/sale/flat/316849643/,Москва,sale,flat,7,8,2,59.0,-1,0,28000000,Гагаринский,Ленинский проспект,45,Ленинский проспект,
БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/316786480/,Москва,sale,flat,4,47,2,56.0,-1,0,28000000,Обручевский, Академика Волгина,2,Калужская,Архитектор
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/312469529/,Москва,sale,flat,2,7,2,48.4,-1,0,28000000,Беговой,Ленинградский проспект,15С28,Белорусская,Bolshevik
Виталий Устинов,realtor,https://www.cian.ru/sale/flat/312511276/,Москва,sale,flat,9,25,2,43.0,-1,0,27900000,Нагатинский затон, Корабельная,5А,Нагатинский Затон,Ривер Парк Коломенское
ID 15726582,homeowner,https://www.cian.ru/sale/flat/316544235/,Москва,sale,flat,5,9,2,67.2,-1,0,28000000,Алексеевский,проспект Мира,182,Улица Сергея Эйзенштейна,
ID 74064243,unknown,https://www.cian.ru/sale/flat/316215206/,Москва,sale,flat,17,34,2,44.0,-1,0,28200000,Обручевский, Архитектора Власова,71к2,Воронцовская,Ever
Бизнес Аренда,real_estate_agent,https://www.cian.ru/sale/flat/315853455/,Москва,sale,flat,2,12,2,48.4,-1,0,28500000,Тверской,Оружейный переулок,5,Маяковская,
ID 207039,realtor,https://www.cian.ru/sale/flat/279752949/,Москва,sale,flat,10,19,2,70.6,-1,0,28900000,Фили-Давыдково,Кастанаевская ,41К2,Пионерская,
ID 15471832,homeowner,https://www.cian.ru/sale/flat/314239183/,Москва,sale,flat,7,25,2,58.0,-1,0,28850000,Филевский парк,Береговой проезд,5Ак4,Фили,Фили Град
ID 118962120,homeowner,https://www.cian.ru/sale/flat/316061732/,Москва,sale,flat,14,14,2,67.2,-1,0,28700000,Академический, Дмитрия Ульянова,36,Академическая,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/315853904/,Москва,sale,flat,12,28,2,50.0,-1,0,29000000,Филевский парк,Береговой проезд,5к1,Фили,Фили Град
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/310792973/,Москва,sale,flat,11,31,2,67.5,-1,0,29000000,Марфино,Ботаническая ,29Ак3,Улица Милашенкова,VERY
ID 925192,realtor,https://www.cian.ru/sale/flat/316280403/,Москва,sale,flat,3,11,2,70.0,-1,0,29000000,Сокольники,проезд Попов,1к1,Электрозаводская,На Яузе
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/298003416/,Москва,sale,flat,10,43,2,60.9,-1,0,29000000,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/316857308/,Москва,sale,flat,3,14,2,53.0,-1,0,29000000,Даниловский, Эдуарда Стрельцова,2к1,Крестьянская застава,Квартал Foriver
Алексей Кочетков,realtor,https://www.cian.ru/sale/flat/315855358/,Москва,sale,flat,13,41,2,63.4,-1,0,29100000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/314220403/,Москва,sale,flat,17,28,2,49.0,-1,0,29500000,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point
ID 400237,homeowner,https://www.cian.ru/sale/flat/270041327/,Москва,sale,flat,5,13,2,50.0,-1,0,29500000,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point
GENESIS BROKERS,real_estate_agent,https://www.cian.ru/sale/flat/314517177/,Москва,sale,flat,3,6,2,75.9,-1,0,29700000,Хорошево-Мневники,бульвар Генерала Карбышева,8,Бульвар Генерала Карбышева,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/314329961/,Москва,sale,flat,3,29,2,57.0,-1,0,30000000,Филевский парк,Береговой проезд,3,Фили,Береговой
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/308627714/,Москва,sale,flat,10,12,2,52.5,-1,0,30000000,Таганский,переулок Обуха,4,Чкаловская,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/313989479/,Москва,sale,flat,12,19,2,50.0,-1,0,29990000,Академический, Вавилова,27,Академическая,Вавилов ДОМ
ID 99638981,realtor,https://www.cian.ru/sale/flat/316598238/,Москва,sale,flat,9,28,2,66.0,-1,0,29990000,Филевский парк,Береговой проезд,1Б,Фили,мой адрес На Береговом
ID 98365012,homeowner,https://www.cian.ru/sale/flat/316814262/,Москва,sale,flat,2,24,2,62.0,-1,0,30000000,Западное Дегунино,Дмитровское шоссе,73Б,Верхние Лихоборы,Тринити
SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/311729411/,Москва,sale,flat,14,25,2,47.0,-1,0,30400000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
ID 129995635,realtor,https://www.cian.ru/sale/flat/316384652/,Москва,sale,flat,13,16,2,51.4,-1,0,30300300,Сокольники, Матросская Тишина,12,Сокольники,Ренессанс
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/308309876/,Москва,sale,flat,19,20,2,67.0,-1,0,30500000,Даниловский,бульвар Братьев Весниных,2,ЗИЛ,ЗИЛАРТ
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/313372853/,Москва,sale,flat,5,12,2,51.5,-1,0,30990000,Аэропорт,Ленинградский проспект,36с36,Динамо,ВТБ Арена парк
ID 13055240,homeowner,https://www.cian.ru/sale/flat/314224246/,Москва,sale,flat,21,38,2,66.5,-1,0,31000000,Западное Дегунино,Ильменский проезд,14к8,Селигерская,Селигер Сити
ID 368170,unknown,https://www.cian.ru/sale/flat/316745087/,Москва,sale,flat,6,41,2,40.0,-1,0,31000000,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
Роман Поручик,realtor,https://www.cian.ru/sale/flat/316157061/,Москва,sale,flat,3,30,2,68.1,-1,0,30800000,Ховрино, Дыбенко,7/1,Ховрино,Discovery Park
Маргарита Мендель,realtor,https://www.cian.ru/sale/flat/315452076/,Москва,sale,flat,3,48,2,45.5,-1,0,30900000,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити
Stapler Estate,real_estate_agent,https://www.cian.ru/sale/flat/316627167/,Москва,sale,flat,2,28,2,79.7,-1,0,31200000,Марфино, Академика Королева,21,Останкино,Дом Достижение
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/316949210/,Москва,sale,flat,5,8,2,44.0,-1,0,31600000,Хамовники,Комсомольский проспект,30,Фрунзенская,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/316943147/,Москва,sale,flat,2,8,2,63.4,-1,0,31600000,Якиманка,Ленинский проспект,11С1,Октябрьская,
Павел Карпов,realtor,https://www.cian.ru/sale/flat/314993611/,Москва,sale,flat,18,21,2,50.3,-1,0,31500000,Раменки,Мосфильмовская ,88к2с7,Раменки,Мосфильмовский
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/313372464/,Москва,sale,flat,6,12,2,50.2,-1,0,31500000,Аэропорт,Ленинградский проспект,36с36,Динамо,ВТБ Арена парк
Марина Зинкина,realtor,https://www.cian.ru/sale/flat/308000868/,Москва,sale,flat,3,6,2,55.6,-1,0,32000000,Арбат,Новинский бульвар,13,Смоленская,
ID 411410,realtor,https://www.cian.ru/sale/flat/316296146/,Москва,sale,flat,3,24,2,68.0,-1,0,32000000,Обручевский,Профсоюзная ,68к3,Новые Черёмушки,Родной город. Воронцовский парк
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/316740670/,Москва,sale,flat,4,19,2,63.3,-1,0,32500000,Даниловский, Эдуарда Стрельцова,2к1,Крестьянская застава,Квартал Foriver
SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/315191579/,Москва,sale,flat,7,22,2,54.0,-1,0,32624640,Очаково-Матвеевское,Нежинская ,3А,Матвеевская,Городские резиденции SPIRES
CENTURY 21 Союз,real_estate_agent,https://www.cian.ru/sale/flat/316316783/,Москва,sale,flat,10,12,2,57.0,-1,0,32590000,Басманный,Бакунинская ,5,Бауманская,Tatlin Apartments
ID 96776447,homeowner,https://www.cian.ru/sale/flat/316296352/,Москва,sale,flat,11,40,2,46.0,-1,0,32500000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
ID 3203494,realtor,https://www.cian.ru/sale/flat/315158821/,Москва,sale,flat,5,23,2,50.0,-1,0,32500000,Можайский,Гжатская ,5к3,Давыдково,LIFE-Кутузовский
RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/316464380/,Москва,sale,flat,13,29,2,63.0,-1,0,32800000,Щукино,Авиационная ,77к2,Щукинская,Алые Паруса
БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/314783344/,Москва,sale,flat,25,35,2,64.0,-1,0,32900000,Левобережный,Фестивальная ,29,Беломорская,Фестиваль Парк
RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/314792037/,Москва,sale,flat,12,38,2,62.0,-1,0,32900000,Щукино,Авиационная ,77к2,Щукинская,Алые Паруса
ID 89446212,homeowner,https://www.cian.ru/sale/flat/314866396/,Москва,sale,flat,23,58,2,56.0,-1,0,32680000,Хорошево-Мневники, Народного Ополчения,15К2,Народное Ополчение,Wellton Towers
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/314740235/,Москва,sale,flat,13,21,2,70.0,-1,0,33000000,Филевский парк,Береговой проезд,5к2,Фили,Фили Град
Елена Лавреева,realtor,https://www.cian.ru/sale/flat/306925652/,Москва,sale,flat,17,34,2,67.0,-1,0,33000000,Аэропорт,Кочновский проезд,4к1,Гражданская,Аэробус
ID 12730904,official_representative,https://www.cian.ru/sale/flat/316884043/,Москва,sale,flat,8,20,2,60.0,-1,0,32999000,Беговой,Бумажный проезд,4,Белорусская,Клубный дом SOHO+NOHO
ИП Столяр А. И.,real_estate_agent,https://www.cian.ru/sale/flat/314860132/,Москва,sale,flat,37,56,2,75.9,-1,0,33699000,Раменки,проспект Генерала Дорохова,вл1к3,Аминьевская,Will Towers
Владис,real_estate_agent,https://www.cian.ru/sale/flat/310327587/,Москва,sale,flat,4,20,2,76.0,-1,0,33900000,Даниловский,Автозаводская ,26/1,Тульская,FORST
Top Realty,real_estate_agent,https://www.cian.ru/sale/flat/316771560/,Москва,sale,flat,12,14,2,64.0,-1,0,33920000,Замоскворечье,Большой Строченовский переулок,9,Павелецкая,Резиденции Замоскворечье
ID 158676,realtor,https://www.cian.ru/sale/flat/312993313/,Москва,sale,flat,7,29,2,58.0,-1,0,33800000,Филевский парк,Береговой проезд,3,Фили,Береговой
Светлана Богославец,realtor,https://www.cian.ru/sale/flat/316989663/,Москва,sale,flat,12,14,2,63.3,-1,0,34000000,Даниловский,Г мкр,8,Автозаводская,Форивер ЖК
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/308207909/,Москва,sale,flat,6,6,2,44.0,-1,0,34000000,Савеловский,Старый Петровско-Разумовский проезд,2,Гражданская,Аалто
CENTURY 21 Milestone,real_estate_agent,https://www.cian.ru/sale/flat/316278977/,Москва,sale,flat,17,18,2,73.0,-1,0,33999999,Тропарево-Никулино,улица Мичуринский проспект Олимпийская деревня,1к2,Мичуринский проспект,
ID 10601,realtor,https://www.cian.ru/sale/flat/316609112/,Москва,sale,flat,10,11,2,60.9,-1,0,34000000,Гагаринский,Университетский проспект,9,Университет,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/312977277/,Москва,sale,flat,14,30,2,60.0,-1,0,34900000,Ховрино, Дыбенко,7/1,Ховрино,Discovery Park
Sellers Team,real_estate_agent,https://www.cian.ru/sale/flat/316959532/,Москва,sale,flat,3,7,2,45.0,-1,0,34999999,Хамовники,1-й Неопалимовский переулок,3/10,Парк Культуры,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/315561977/,Москва,sale,flat,31,40,2,62.0,-1,0,35000000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
Ключи,real_estate_agent,https://www.cian.ru/sale/flat/314730870/,Москва,sale,flat,16,20,2,56.8,-1,0,35000000,Филевский парк,Большая Филевская ,3к4,Фили,Западный порт
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/314980670/,Москва,sale,flat,8,12,2,55.8,-1,0,35000000,Аэропорт,Ленинградский проспект,36с30,Динамо,ВТБ Арена парк
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/315564419/,Москва,sale,flat,24,40,2,62.0,-1,0,36000000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
Денис Никишков,realtor,https://www.cian.ru/sale/flat/312835465/,Москва,sale,flat,7,23,2,77.3,-1,0,35950000,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City
Stapler Estate,real_estate_agent,https://www.cian.ru/sale/flat/313582164/,Москва,sale,flat,1,13,2,50.0,-1,0,35800000,Раменки,проспект Генерала Дорохова,39к2Д,Минская,Собрание клубных домов West Garden
Денис Алференко,realtor,https://www.cian.ru/sale/flat/313753990/,Москва,sale,flat,9,14,2,70.6,-1,0,37000000,Хорошево-Мневники, Нижние Мневники,9,Терехово ,Остров
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/313677007/,Москва,sale,flat,13,19,2,102.0,-1,0,37000000,Измайлово,10-я Парковая ,20,Первомайская,
ID 12009844,unknown,https://www.cian.ru/sale/flat/314247743/,Москва,sale,flat,15,18,2,67.8,-1,0,37000000,Восточное Измайлово,Сиреневый бульвар,44к1,Щёлковская,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/308892411/,Москва,sale,flat,5,7,2,62.0,-1,0,37199000,Беговой, 1-я Ямского Поля,24,Белорусская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/310835770/,Москва,sale,flat,7,41,2,58.7,-1,0,37990000,Раменки,Риверсайд корпус,к3,Кутузовская,Hide
