author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314304114/,Москва,sale,flat,2,8,2,61.5,-1,0,54200000,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/315878687/,Москва,sale,flat,4,6,2,35.0,-1,0,10300000,Коптево, Клары Цеткин,18к3,Красный Балтиец,
NF GROUP,real_estate_agent,https://www.cian.ru/sale/flat/296106356/,Москва,sale,flat,6,7,2,96.0,-1,0,280000000,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор
ID 12923080,unknown,https://www.cian.ru/sale/flat/293865797/,Москва,sale,flat,10,15,2,53.1,-1,0,13999000,Молжаниновский,Ленинградское шоссе,228к4,Молжаниново,1-й Ленинградский
CENTURY21 Феникс,real_estate_agent,https://www.cian.ru/sale/flat/315732138/,Москва,sale,flat,2,5,2,41.7,-1,0,14890000,Хорошево-Мневники,набережная Новикова-Прибоя,10К3,Серебряный Бор,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/310765033/,Москва,sale,flat,15,22,2,56.0,-1,0,28450000,Раменки, Столетова,15,Раменки,Мичуринский
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/312628792/,Москва,sale,flat,49,51,2,52.74,-1,0,31644000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/316546059/,Москва,sale,flat,16,17,2,60.1,-1,0,16500000,, Бориса Пастернака,25,Рассказовка,Переделкино Ближнее Город-парк
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305688198/,Москва,sale,flat,27,27,2,70.0,-1,0,38000000,Южнопортовый, 1-я Машиностроения,10,Дубровка,Дубровская Слобода
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/313348481/,Москва,sale,flat,4,5,2,60.0,-1,0,45000000,Тверской,3-я Тверская-Ямская ,42/8,Маяковская,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/312253067/,Москва,sale,flat,17,17,2,64.1,-1,0,34999999,Тимирязевский,Красностуденческий проезд,6,Тимирязевская,
SUNRISE Estate,real_estate_agent,https://www.cian.ru/sale/flat/314953145/,Москва,sale,flat,33,39,2,103.0,-1,0,115000000,Раменки,Минская ,2,Минская,Долина Сетунь
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/315201739/,Москва,sale,flat,6,6,2,107.0,-1,0,125000000,Хамовники, Усачева,2С3,Фрунзенская,Фьюжн парк
Екатерина Абдулмянова,realtor,https://www.cian.ru/sale/flat/316469102/,Москва,sale,flat,12,27,2,76.0,-1,0,35000000,Хорошево-Мневники,Карамышевская набережная,56К1,Мнёвники,
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/315856432/,Москва,sale,flat,19,32,2,102.6,-1,0,150000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302250937/,Москва,sale,flat,2,6,2,140.0,-1,0,195747840,Таганский,Серебряническая набережная,19,Чкаловская,АртХаус
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/316577142/,Москва,sale,flat,3,6,2,52.0,-1,0,26000000,Гагаринский,Ленинский проспект,66,Вавиловская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307602631/,Москва,sale,flat,4,4,2,137.0,-1,0,203904000,Пресненский,Малая Бронная ,26С1,Тверская,Малая Бронная 26
CENTURY 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/316487540/,Москва,sale,flat,8,10,2,37.0,-1,0,22000000,Даниловский, Мустая Карима,12,Технопарк,WOW
МЕЗОН,real_estate_agent,https://www.cian.ru/sale/flat/316659164/,Москва,sale,flat,4,12,2,46.4,-1,0,12500000,Люблино,Белореченская ,31,Люблино,
Top Realty,real_estate_agent,https://www.cian.ru/sale/flat/316692964/,Москва,sale,flat,22,36,2,62.0,-1,0,41200000,Беговой,Ленинградский проспект,34А,Динамо,Комплекс апартаментов Alcon Tower
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/314441826/,Москва,sale,flat,17,28,2,60.9,-1,0,43000000,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/316449841/,Москва,sale,flat,1,5,2,43.0,-1,0,13000000,Филевский парк,Минская ,16к1,Филёвский парк,
Александр Артамонов,realtor,https://www.cian.ru/sale/flat/316980298/,Москва,sale,flat,3,17,2,92.5,-1,0,43883000,Щукино, Маршала Рыбалко,2к3,Панфиловская,Маршал
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315556036/,Москва,sale,flat,3,12,2,44.0,-1,0,14000000,Очаково-Матвеевское,Озерная ,26,Озёрная,
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/313092048/,Москва,sale,flat,4,14,2,50.9,-1,0,12500000,Ново-Переделкино,Новопеределкинская ,14,Боровское шоссе,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/315353932/,Москва,sale,flat,7,8,2,57.0,-1,0,26000000,Алексеевский,Маломосковская ,2К1,Алексеевская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316776487/,Москва,sale,flat,1,9,2,47.6,-1,0,15100000,Бутырский, Яблочкова,29,Тимирязевская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/317001825/,Москва,sale,flat,24,54,2,61.4,-1,0,24100000,Покровское-Стрешнево,Волоколамское шоссе,95/2к7,Трикотажная,City Bay
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/316995168/,Москва,sale,flat,16,41,2,55.0,-1,0,30900000,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/316677287/,Москва,sale,flat,5,5,2,44.9,-1,0,14500000,Нижегородский,Подъемная ,6А,Калитники,
Светлана Иванова,realtor,https://www.cian.ru/sale/flat/316987705/,Москва,sale,flat,4,11,2,60.0,-1,0,49950000,Дорогомилово,Кутузовский проспект,30,Кутузовская,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/315551257/,Москва,sale,flat,15,19,2,57.0,-1,0,12975000,Некрасовка, Вертолетчиков,4к5,Некрасовка,Некрасовка
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/316139886/,Москва,sale,flat,16,31,2,54.0,-1,0,34690000,Хорошево-Мневники,бульвар Генерала Карбышева,13А,Бульвар Генерала Карбышева,Union Park
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314728603/,Москва,sale,flat,5,22,2,58.0,-1,0,23200000,Хорошевский,Хорошевское шоссе,80,Полежаевская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316220171/,Москва,sale,flat,6,14,2,53.2,-1,0,13199000,Молжаниновский,Ленинградское шоссе,228к5,Химки,1-й Ленинградский
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315562137/,Москва,sale,flat,8,25,2,54.7,-1,0,15200000,Люблино,Люблинская ,76к5,Перерва,Люблинский парк
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/314109046/,Москва,sale,flat,12,23,2,92.0,-1,0,55950000,Останкинский, Академика Королева,10,Улица Академика Королёва,Седьмое Небо
Владимир Фетискин,realtor,https://www.cian.ru/sale/flat/315953627/,Москва,sale,flat,2,5,2,41.1,-1,0,13299990,Соколиная гора,проспект Буденного,28К1,Сортировочная,
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316927243/,Москва,sale,flat,5,41,2,47.6,-1,0,37500000,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
CENTURY 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/316129011/,Москва,sale,flat,9,9,2,80.4,-1,0,41000000,Беговой,Беговая ,11,Беговая,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316985860/,Москва,sale,flat,15,15,2,38.3,-1,0,13200000,, Потаповская Роща,26к3,Потапово,Белые ночи
Самолет Плюс Москва ЮГ,real_estate_agent,https://www.cian.ru/sale/flat/313441619/,Москва,sale,flat,10,42,2,42.6,-1,0,19300000,Котловка,Севастопольский проспект,22А,Крымская,Eniteo
Graph Estate,real_estate_agent,https://www.cian.ru/sale/flat/300632335/,Москва,sale,flat,7,8,2,60.8,-1,0,105659775,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316634050/,Москва,sale,flat,4,12,2,52.4,-1,0,13200000,Люблино,Тихорецкий бульвар,4К2,Люблино,
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303069476/,Москва,sale,flat,10,10,2,60.0,-1,0,60000000,Якиманка, Серафимовича,2,Боровицкая,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315801914/,Москва,sale,flat,3,18,2,72.0,-1,0,26300000,Нагатино-Садовники,Нагатинская набережная,10к3,Коломенская,
FALCON GROUP,real_estate_agent,https://www.cian.ru/sale/flat/310151784/,Москва,sale,flat,14,26,2,84.0,-1,0,37500000,Хорошевский,проезд Березовой Рощи,12,ЦСКА,Гранд-парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303884619/,Москва,sale,flat,1,12,2,52.3,-1,0,15500000,Нагорный,Болотниковская ,4К2,Варшавская,
Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/313185803/,Москва,sale,flat,4,13,2,60.7,-1,0,12800000,,шоссе Рязановское,31к2,Силикатная,Алхимово
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/315879691/,Москва,sale,flat,6,25,2,91.0,-1,0,18000000,, Радужная,19к2,Рассказовка,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316936590/,Москва,sale,flat,15,16,2,78.5,-1,0,45000000,Даниловский,Крутицкая набережная,23,Автозаводская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/315253533/,Москва,sale,flat,10,20,2,64.5,-1,0,17990000,, Анны Ахматовой,12,Рассказовка,Переделкино Ближнее Город-парк
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/316390074/,Москва,sale,flat,10,27,2,35.7,-1,0,23000000,Хорошевский, Зорге,9к2,Полежаевская,Рихард
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/305985845/,Москва,sale,flat,7,27,2,45.0,-1,0,26000000,Раменки, Янковского,1к3,Аминьевская,Событие
Свои квадраты,real_estate_agent,https://www.cian.ru/sale/flat/315214486/,Москва,sale,flat,9,9,2,48.0,-1,0,8500000,,,93,Крёкшино,Эдельвейс ЖК
СМАРЕНТ,real_estate_agent,https://www.cian.ru/sale/flat/314102206/,Москва,sale,flat,19,33,2,46.0,-1,0,17000000,Метрогородок,Открытое шоссе,18Ак6,Бульвар Рокоссовского,Лосиноостровский парк
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303477912/,Москва,sale,flat,8,13,2,40.74,-1,0,24500000,Даниловский,Автозаводская ,23с931к3,Технопарк,WOW
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300475447/,Москва,sale,flat,5,9,2,47.0,-1,0,9100000,Савёлки,Зеленоград,к360,Зеленоград — Крюково,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/316287091/,Москва,sale,flat,8,19,2,64.0,-1,0,29500000,Рязанский,2-й Грайвороновский проезд,44к2,Стахановская,Кварталы 21/19
Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/313295781/,Москва,sale,flat,7,19,2,57.0,-1,0,28000000,Хорошево-Мневники,Шелепихинская набережная,42к1,Мнёвники,FreeDOM
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316944545/,Москва,sale,flat,13,13,2,56.3,-1,0,21500000,Покровское-Стрешнево,Волоколамское шоссе,71/22к2,Спартак,Апарт-комплекс Движение.Тушино
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/316328937/,Москва,sale,flat,16,21,2,82.5,-1,0,47900000,Раменки,Мосфильмовская ,88к2с7,Раменки,Мосфильмовский
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303217662/,Москва,sale,flat,10,11,2,56.2,-1,0,12700000,,шоссе Остафьевское,14к4,Щербинка,Остафьево
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/313861778/,Москва,sale,flat,5,22,2,59.4,-1,0,21500000,Тропарево-Никулино,Никулинская ,19,Озёрная,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306012370/,Москва,sale,flat,6,24,2,47.0,-1,0,14990000,Текстильщики,Юго-Восточный ао,5.3,Текстильщики,Волжский Парк ЖК
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/311816697/,Москва,sale,flat,4,9,2,77.0,-1,0,53000000,Хамовники,Саввинская набережная,3,Киевская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316418780/,Москва,sale,flat,11,16,2,54.0,-1,0,20000000,Обручевский, Новаторов,40К2,Новаторская,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/306323071/,Москва,sale,flat,2,16,2,53.7,-1,0,29900000,Пресненский,Зоологическая ,12К2,Баррикадная,
Квартирный ответ,real_estate_agent,https://www.cian.ru/sale/flat/314897371/,Москва,sale,flat,5,5,2,42.5,-1,0,13500000,Коптево,Коптевская ,10,Коптево,
Триумфальная Арка,real_estate_agent,https://www.cian.ru/sale/flat/315389059/,Москва,sale,flat,3,9,2,42.8,-1,0,14100000,Хорошево-Мневники, Маршала Тухачевского,23К3,Бульвар Генерала Карбышева,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/312630744/,Москва,sale,flat,5,17,2,73.1,-1,0,64500000,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303056442/,Москва,sale,flat,1,9,2,43.4,-1,0,10890000,Гольяново,Сахалинская ,6К1,Гольяново,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315459548/,Москва,sale,flat,12,17,2,56.7,-1,0,13700000,Ново-Переделкино,Боровское шоссе,30,Новопеределкино,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/303668853/,Москва,sale,flat,9,9,2,44.5,-1,0,16400000,Чертаново Центральное,Чертановская ,29К1,Пражская,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/316737747/,Москва,sale,flat,7,8,2,80.0,-1,0,32000000,, Ясеневая,3к1,Сосенки,Дубровка
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308987029/,Москва,sale,flat,9,12,2,53.34,-1,0,39975000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
Иван Усачев,realtor,https://www.cian.ru/sale/flat/314089676/,Москва,sale,flat,32,79,2,57.0,-1,0,65000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303667499/,Москва,sale,flat,66,77,2,110.0,-1,0,110000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/311234825/,Москва,sale,flat,17,34,2,50.0,-1,0,60500000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/311387318/,Москва,sale,flat,6,6,2,122.0,-1,0,74000000,Беговой, 3-я Ямского Поля,9,Белорусская,Art Residence
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/305363296/,Москва,sale,flat,4,15,2,60.0,-1,0,56000000,Останкинский,проспект Мира,95,Алексеевская,Hill8
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/306589541/,Москва,sale,flat,8,14,2,61.4,-1,0,15490000,,бульвар Скандинавский,23к1,Потапово,Скандинавия
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/306311189/,Москва,sale,flat,14,26,2,46.0,-1,0,30500000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
Алла Шмелева,realtor,https://www.cian.ru/sale/flat/316626361/,Москва,sale,flat,53,68,2,85.0,-1,0,95000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/313180025/,Москва,sale,flat,3,14,2,53.0,-1,0,33000000,Беговой,Ленинградский проспект,29к3,Динамо,Царская площадь
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/306526067/,Москва,sale,flat,11,12,2,61.4,-1,0,15500000,,бульвар Скандинавский,23к1,Потапово,Скандинавия
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/306797735/,Москва,sale,flat,16,21,2,88.0,-1,0,51900000,Раменки,Мосфильмовская ,88к4с1,Раменки,Мосфильмовский
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308553460/,Москва,sale,flat,9,12,2,99.0,-1,0,96750000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308553708/,Москва,sale,flat,9,12,2,88.0,-1,0,59350000,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/313351218/,Москва,sale,flat,5,7,2,53.0,-1,0,81000000,Якиманка, Большая Полянка,44/2,Полянка,Полянка/44
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/316677658/,Москва,sale,flat,5,32,2,32.0,-1,0,15700000,Ховрино,Беломорская ,23к5,Беломорская,Discovery
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/315644407/,Москва,sale,flat,37,56,2,73.0,-1,0,36000000,Раменки,проспект Генерала Дорохова,вл1к3,Аминьевская,Will Towers
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/305322547/,Москва,sale,flat,4,28,2,55.0,-1,0,56000000,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/315348483/,Москва,sale,flat,7,9,2,46.5,-1,0,15700000,Черемушки, Архитектора Власова,19К4,Новые Черёмушки,
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/316717000/,Москва,sale,flat,5,6,2,49.6,-1,0,66960000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/311397969/,Москва,sale,flat,5,7,2,71.4,-1,0,79915317,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/313244299/,Москва,sale,flat,17,24,2,45.8,-1,0,15999999,Текстильщики,1-й Грайвороновский проезд,3Ак2,Текстильщики,Волжский парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315211823/,Москва,sale,flat,11,31,2,40.3,-1,0,15990000,Западное Дегунино,Дмитровское шоссе,75/77,Верхние Лихоборы,Kinetik
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315362270/,Москва,sale,flat,9,15,2,54.0,-1,0,16300000,, Василия Ощепкова,1,Новомосковская,Москвичка
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/316706916/,Москва,sale,flat,8,22,2,65.7,-1,0,16750000,, Картмазовские Пруды,2к1,Филатов Луг,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/308993929/,Москва,sale,flat,6,33,2,62.3,-1,0,18500000,Нижегородский,Новохохловская ,15к1,Новохохловская,Новохохловская 15
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/315213717/,Москва,sale,flat,2,3,2,70.3,-1,0,17000000,, Андерсена,14к1,Ольховая,Андерсен
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/313483842/,Москва,sale,flat,16,28,2,65.8,-1,0,30000000,Филевский парк,Береговой проезд,1А,Фили,мой адрес На Береговом
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/316209994/,Москва,sale,flat,2,14,2,46.1,-1,0,17290000,Солнцево,Боровское шоссе,2к7,Говорово,Мещерский лес
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/310929916/,Москва,sale,flat,12,14,2,52.6,-1,0,17500000,Очаково-Матвеевское,Веерная ,32К1,Матвеевская,
Самолет Плюс Москва ЮГ,real_estate_agent,https://www.cian.ru/sale/flat/316329087/,Москва,sale,flat,6,10,2,69.0,-1,0,17500000,, Героя России Соломатина,1,Тютчевская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316887901/,Москва,sale,flat,2,17,2,51.0,-1,0,17950000,Москворечье-Сабурово, Борисовские Пруды,17к1,Борисово,
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/315383879/,Москва,sale,flat,9,9,2,71.9,-1,0,39000000,Марьина роща,Шереметьевская ,26,Марьина Роща,Комплекс апартаментов Отражение
Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/313490819/,Москва,sale,flat,3,27,2,72.0,-1,0,29000000,Хорошевский, Зорге,9к2,Полежаевская,Рихард
Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/315507040/,Москва,sale,flat,3,9,2,34.0,-1,0,13850000,Филевский парк,Кастанаевская ,11,Багратионовская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/311743721/,Москва,sale,flat,14,24,2,57.0,-1,0,30900000,Хорошево-Мневники,проспект Маршала Жукова,39к6,Народное Ополчение,Wellton park
ID 52010897,homeowner,https://www.cian.ru/sale/flat/270648473/,Москва,sale,flat,5,9,2,45.3,-1,0,13500000,Северное Тушино, Свободы,81К2,Планерная,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314649258/,Москва,sale,flat,10,25,2,51.1,-1,0,22000000,Коньково,Миклухо-Маклая ,44,Беляево,
CENTURY 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/313469250/,Москва,sale,flat,13,47,2,68.0,-1,0,30700000,Хорошево-Мневники, Генерала Глаголева,14Ак1,Бульвар Генерала Карбышева,CRYSTAL Трилогия
МИР-Н,real_estate_agent,https://www.cian.ru/sale/flat/315048332/,Москва,sale,flat,6,9,2,72.2,-1,0,12000000,, Семена Гордого,10,Крёкшино,
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/316870546/,Москва,sale,flat,17,32,2,51.1,-1,0,55000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/305723512/,Москва,sale,flat,1,14,2,63.7,-1,0,11000000,,проспект Куприна,40к3,Потапово,Эко Бунино
ID 1095838,homeowner,https://www.cian.ru/sale/flat/310554199/,Москва,sale,flat,26,26,2,42.0,-1,0,20500000,Головинский,Кронштадтский бульвар,6к1,Водный стадион,Водный
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/315754946/,Москва,sale,flat,12,33,2,64.0,-1,0,27500000,Останкинский, Годовикова,11к5,Алексеевская,iLove
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/312079632/,Москва,sale,flat,3,19,2,68.0,-1,0,48000000,Беговой,Ленинградский проспект,29к1,Динамо,Царская площадь
Агентство недвижимости Елены Кузнецовой,real_estate_agent,https://www.cian.ru/sale/flat/312621131/,Москва,sale,flat,1,9,2,45.0,-1,0,11000000,Ховрино,Фестивальная ,75,Грачёвская,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/307265256/,Москва,sale,flat,17,25,2,61.0,-1,0,23000000,Нижегородский,Рязанский проспект,2/1 к2А,Нижегородская,SREDA
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/304329886/,Москва,sale,flat,5,8,2,77.2,-1,0,93172999,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/297874677/,Москва,sale,flat,3,41,2,43.0,-1,0,24500000,Западное Дегунино,Ильменский проезд,14к6,Селигерская,Селигер Сити
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316625439/,Москва,sale,flat,4,36,2,68.8,-1,0,49900000,Хорошево-Мневники,Шелепихинская набережная,34к1зд5,Шелепиха,Сердце Столицы
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/304329880/,Москва,sale,flat,5,6,2,98.0,-1,0,270000000,Хамовники, Льва Толстого,23С5,Парк Культуры,Литератор
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/302603095/,Москва,sale,flat,3,7,2,45.0,-1,0,41000000,Пресненский,Большой Тишинский переулок,38,Улица 1905 года,Sinatra
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303666513/,Москва,sale,flat,43,77,2,123.0,-1,0,123000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
BEYOND. ex-Engel Volkers,real_estate_agent,https://www.cian.ru/sale/flat/309681495/,Москва,sale,flat,2,5,2,65.1,-1,0,125000000,Арбат, Арбат,39,Смоленская,Artisan
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316210989/,Москва,sale,flat,8,15,2,66.8,-1,0,19900000,, Саларьевская,16к3,Саларьево,Саларьево парк
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/316479859/,Москва,sale,flat,4,13,2,67.2,-1,0,50499000,Раменки,Ломоносовский проспект,36,Ломоносовский проспект,Счастье на Ломоносовском
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/307966942/,Москва,sale,flat,22,24,2,66.8,-1,0,35500000,Хорошево-Мневники, Народного Ополчения,11,Народное Ополчение,Wellton park
Простор-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/316495565/,Москва,sale,flat,7,9,2,40.8,-1,0,13500000,Можайский, Багрицкого,22,Кунцевская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/314788986/,Москва,sale,flat,1,9,2,53.1,-1,0,18400000,Ломоносовский, Гарибальди,14К2,Новаторская,
Кремлёвские Ключи,real_estate_agent,https://www.cian.ru/sale/flat/316737928/,Москва,sale,flat,7,8,2,82.5,-1,0,30000000,Тимирязевский,Тимирязевская ,14,Тимирязевская,
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/315835592/,Москва,sale,flat,2,12,2,45.0,-1,0,10100000,Перово, Плющева,18К2,Перово,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/316332723/,Москва,sale,flat,2,8,2,55.4,-1,0,19500000,Южнопортовый, Трофимова,31,Кожуховская,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/315428152/,Москва,sale,flat,15,25,2,53.7,-1,0,18150000,Лосиноостровский,Тайнинская ,9к1,Медведково,Нормандия
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/316877063/,Москва,sale,flat,7,58,2,60.4,-1,0,28300000,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/280701170/,Москва,sale,flat,5,9,2,59.3,-1,0,7950000,,,93,Крёкшино,Эдельвейс ЖК
